Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
single,Over 23 years old,third choice,Management,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Armed Forces Professions,116.3,no,no,no,no,male,no,32,no,0,5,5,0,0,0,0,5,9,0,0,0,10.8,1.4,1.74,Dropout
single,2nd phase - general contingent,sixth choice,Tourism,daytime,Secondary education,118,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",120.5,yes,no,no,yes,male,no,19,no,0,6,12,4,12.5,0,0,6,12,4,10.25,0,7.6,2.6,0.32,Dropout
single,1st phase - general contingent,second choice,Communication Design,daytime,Secondary education,139,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians and Professions,Unskilled Workers,134.9,yes,no,no,yes,male,no,20,no,0,6,7,6,13.6666666666667,0,0,6,7,6,12.1666666666667,1,16.2,0.3,-0.92,Graduate
single,2nd phase - general contingent,second choice,Informatics Engineering,daytime,Secondary education,130,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,Administrative staff,Specialists in Intellectual and Scientific Activities,123,no,no,no,yes,male,no,18,no,0,5,10,1,10,0,0,5,7,0,0,0,9.4,-0.8,-3.12,Dropout
single,2nd phase - general contingent,second choice,Advertising and Marketing Management,daytime,Secondary education,132,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,122.9,no,no,no,no,male,no,20,no,0,6,6,6,11.5,0,0,6,9,2,13,0,10.8,1.4,1.74,Dropout
single,2nd phase - general contingent,fourth choice,Nursing,daytime,Secondary education,156,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Administrative staff,Unskilled Workers,132.3,yes,no,no,yes,male,yes,18,no,0,7,7,6,13.2666666666667,0,0,7,7,6,13.2666666666667,0,7.6,2.6,0.32,Graduate
single,2nd phase - general contingent,fifth choice,Nursing,daytime,Secondary education,143,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",131.5,yes,no,no,yes,male,yes,18,no,0,7,8,7,12.5125,0,0,8,8,8,14.1875,0,13.9,-0.3,0.79,Graduate
married,Change of course,second choice,Equinculture,daytime,12th year of schooling - not completed,133.1,Portuguese,Unknown,Unknown,Student,Student,128.2,no,no,no,yes,male,no,28,no,0,5,9,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,Dropout
single,Over 23 years old,second choice,Advertising and Marketing Management,daytime,Secondary education,140,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,148,yes,no,no,no,male,no,31,no,0,6,14,0,0,0,0,6,6,0,0,0,12.7,3.7,-1.7,Dropout
single,1st phase - general contingent,second choice,Nursing,daytime,Secondary education,127,Portuguese,Higher Education - Bachelor's Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians and Professions,Unskilled Workers,121.5,no,no,no,yes,male,no,23,no,0,7,7,6,13.4833333333333,0,0,7,7,6,13.4833333333333,0,7.6,2.6,0.32,Graduate
single,Over 23 years old,second choice,Social Service,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,139,no,no,yes,no,male,no,33,no,0,6,8,0,0,0,0,5,6,0,0,0,16.2,0.3,-0.92,Dropout
single,Change of course,second choice,Management,daytime,Secondary education,120,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers",Intermediate Level Technicians and Professions,113.4,no,no,no,yes,male,no,22,no,0,5,9,3,13,0,0,5,9,3,11.6666666666667,0,12.7,3.7,-1.7,Dropout
single,Technological specialization diploma holders,second choice,Informatics Engineering,daytime,Technological specialization course,150,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,150,yes,no,yes,yes,male,no,20,no,0,5,6,5,16.5,0,0,5,7,5,17.7142857142857,0,12.4,0.5,1.79,Dropout
single,Technological specialization diploma holders,second choice,Veterinary Nursing,daytime,Technological specialization course,150,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",150,yes,no,no,yes,male,no,20,no,1,6,11,6,13.8,0,1,6,7,6,13.1428571428571,0,16.2,0.3,-0.92,Graduate
single,Over 23 years old,second choice,Agronomy,daytime,Secondary education,130,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Administrative staff,140,no,no,no,no,male,no,25,no,0,6,0,0,0,0,0,6,0,0,0,0,13.9,-0.3,0.79,Dropout
single,1st phase - general contingent,second choice,Advertising and Marketing Management,daytime,Secondary education,141,Portuguese,Higher Education - Bachelor's Degree,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,Administrative staff,140.7,yes,no,no,yes,male,no,20,no,0,5,5,5,12.6,0,0,5,6,4,14.5,1,7.6,2.6,0.32,Graduate
single,2nd phase - general contingent,sixth choice,Journalism and Communication,daytime,Secondary education,146,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",146.7,yes,no,no,yes,male,no,19,no,0,6,7,6,13.8333333333333,0,0,6,8,6,13.625,0,7.6,2.6,0.32,Graduate
single,Over 23 years old,second choice,Equinculture,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Unknown,Unknown,(blank),(blank),96,no,no,no,yes,male,no,31,no,0,5,5,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,Dropout
single,Technological specialization diploma holders,second choice,Informatics Engineering,daytime,Technological specialization course,160,Portuguese,Higher Education - Degree,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Specialists in Intellectual and Scientific Activities,Intermediate Level Technicians and Professions,160,no,no,yes,no,male,no,24,no,2,6,6,2,16,0,2,7,7,2,16,0,8.9,1.4,3.51,Dropout
single,Technological specialization diploma holders,second choice,Informatics Engineering,daytime,Technological specialization course,130,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Higher Education - Degree,Intermediate Level Technicians and Professions,Administrative staff,130,no,no,yes,no,male,no,23,no,0,5,5,0,0,0,0,5,5,0,0,0,15.5,2.8,-4.06,Dropout
married,Over 23 years old,second choice,Management (evening attendance),evening,Secondary education,160,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",Specialists in Intellectual and Scientific Activities,130,no,no,no,no,male,yes,26,no,0,5,12,3,10.6666666666667,0,0,5,11,3,10.6666666666667,0,9.4,-0.8,-3.12,Dropout
married,Change of course,second choice,Communication Design,daytime,Higher education - bachelor's degree,140,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",140,yes,no,no,yes,male,no,38,no,14,18,18,18,14.5,0,13,18,18,18,14.5,0,16.2,0.3,-0.92,Graduate
single,1st phase - general contingent,seventh choice,Informatics Engineering,daytime,Secondary education,126,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen",Intermediate Level Technicians and Professions,116.6,yes,no,no,yes,male,yes,20,no,0,5,6,5,14,0,0,5,7,5,13.8,0,8.9,1.4,3.51,Graduate
single,2nd phase - general contingent,sixth choice,Informatics Engineering,daytime,Secondary education,118,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,120.5,yes,no,no,yes,male,no,20,no,0,5,10,3,13.3333333333333,0,0,5,11,5,13.5714285714286,0,12.4,0.5,1.79,Graduate
single,Over 23 years old,second choice,Veterinary Nursing,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,"Personal Services, Security and Safety Workers and Sellers",103,no,no,no,yes,male,no,25,no,0,6,0,0,0,0,0,6,0,0,0,0,10.8,1.4,1.74,Dropout
single,2nd phase - general contingent,third choice,Communication Design,daytime,Secondary education,121,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Other administrative support staff,Other administrative support staff,111.9,yes,no,no,yes,male,no,19,no,0,6,9,5,12,0,0,6,10,4,11.2,0,8.9,1.4,3.51,Graduate
single,2nd phase - general contingent,second choice,Informatics Engineering,daytime,Secondary education,148,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",148.7,no,no,no,yes,male,no,18,no,0,5,6,5,16.2,0,0,5,8,5,16,0,8.9,1.4,3.51,Graduate
single,Change of course,second choice,Management (evening attendance),evening,Other - 11th year of schooling,133.1,Portuguese,Other - 11th Year of Schooling,Other - 11th Year of Schooling,Unskilled Workers,Unskilled Workers,120,no,no,no,yes,male,no,28,no,7,13,13,7,10.2857142857143,0,5,11,13,5,10.6,0,10.8,1.4,1.74,Dropout
single,1st phase - general contingent,second choice,Tourism,daytime,Secondary education,132,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,120.1,yes,no,no,yes,male,yes,20,no,0,6,7,6,13.5714285714286,0,0,6,8,6,13.1666666666667,0,8.9,1.4,3.51,Graduate
single,1st phase - general contingent,second choice,Equinculture,daytime,Secondary education,140,Portuguese,Higher Education - Master's,Higher Education - Degree,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,127.8,no,no,no,yes,male,no,18,no,0,6,7,6,14.2857142857143,0,0,6,9,6,14.8571428571429,0,11.1,0.6,2.02,Graduate
single,2nd phase - general contingent,fourth choice,Management,daytime,Secondary education,112,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,106.4,yes,no,no,yes,male,no,19,no,0,5,7,5,10.2,0,0,5,6,4,10.5,0,12.4,0.5,1.79,Graduate
single,Transfer,second choice,Nursing,daytime,Secondary education,100,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,100,no,no,yes,yes,male,no,24,no,0,8,16,2,10.25,1,0,8,16,2,10.25,1,12.7,3.7,-1.7,Dropout
single,2nd phase - general contingent,fifth choice,Veterinary Nursing,daytime,Secondary education,126,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",123.9,yes,no,no,yes,male,no,21,no,0,6,0,0,0,0,0,6,0,0,0,0,10.8,1.4,1.74,Dropout
single,1st phase - general contingent,second choice,Advertising and Marketing Management,daytime,Secondary education,150,Portuguese,Higher Education - Degree,Basic education 1st cycle (4th/5th year) or equiv.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",139.5,no,no,no,yes,male,yes,20,no,0,6,7,6,14.8333333333333,0,0,6,6,6,14.8333333333333,0,12.7,3.7,-1.7,Graduate
single,Technological specialization diploma holders,second choice,Agronomy,daytime,Technological specialization course,150,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,150,yes,no,no,yes,male,no,21,no,0,6,12,5,13.625,0,0,6,6,5,12.6,0,13.9,-0.3,0.79,Graduate
married,1st phase - general contingent,second choice,Oral Hygiene,daytime,Secondary education,144,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Unskilled workers in extractive industry, construction, manufacturing and transport",Other administrative support staff,139.8,no,no,yes,yes,male,no,24,no,0,7,7,7,12.2714285714286,0,0,8,10,7,13.6571428571429,0,10.8,1.4,1.74,Graduate
single,Over 23 years old,second choice,Management (evening attendance),evening,Secondary education,133.1,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,154.4,no,no,no,yes,male,no,27,no,0,5,0,0,0,0,0,5,0,0,0,0,10.8,1.4,1.74,Dropout
single,Over 23 years old,second choice,Social Service (evening attendance),evening,Secondary education,133.1,Portuguese,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",119,no,no,no,yes,male,no,39,no,3,9,10,9,13.2222222222222,0,2,7,8,7,13.1428571428571,0,8.9,1.4,3.51,Graduate
single,Over 23 years old,second choice,Biofuel Production Technologies,daytime,Secondary education,133.1,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,96.1,no,no,no,yes,male,no,25,no,0,7,13,2,15,0,0,7,12,2,11.5,0,12.4,0.5,1.79,Dropout
single,Holders of other higher courses,second choice,Animation and Multimedia Design,daytime,Higher education - degree,130,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Bachelor's Degree,Unskilled Workers,Specialists in Intellectual and Scientific Activities,130,no,no,no,no,male,no,18,no,0,0,0,0,0,0,0,0,0,0,0,0,9.4,-0.8,-3.12,Dropout
single,Change of course,second choice,Communication Design,daytime,Secondary education,133,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Bachelor's Degree,Unskilled Workers,Specialists in Intellectual and Scientific Activities,128.8,no,no,no,yes,male,no,19,no,6,12,12,12,13.1666666666667,0,6,12,12,12,13,0,10.8,1.4,1.74,Graduate
single,3rd phase - general contingent,second choice,Journalism and Communication,daytime,Secondary education,124,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,126.8,no,no,no,yes,male,yes,21,no,0,6,8,5,13.8333333333333,0,0,6,6,4,14,0,13.9,-0.3,0.79,Graduate
single,Holders of other higher courses,second choice,Management (evening attendance),evening,Higher education - degree (1st cycle),130,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,Administrative staff,Specialists in Intellectual and Scientific Activities,130,no,no,no,yes,male,no,27,no,0,5,0,0,0,0,0,5,0,0,0,0,8.9,1.4,3.51,Dropout
single,Holders of other higher courses,second choice,Advertising and Marketing Management,daytime,Higher education - degree,110,Portuguese,2nd cycle of the general high school course,Basic education 1st cycle (4th/5th year) or equiv.,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,110,yes,no,no,yes,male,no,27,no,7,12,12,9,12.3333333333333,0,6,11,11,6,13.1666666666667,0,9.4,-0.8,-3.12,Dropout
single,1st phase - general contingent,fourth choice,Journalism and Communication,daytime,Secondary education,127,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Installation and Machine Operators and Assembly Workers,Intermediate Level Technicians and Professions,133.7,yes,no,yes,yes,male,no,18,no,0,6,6,6,13,0,0,6,7,5,11.8,0,12.7,3.7,-1.7,Dropout
single,Technological specialization diploma holders,second choice,Agronomy,daytime,Technological specialization course,140,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Armed Forces Professions,140,no,no,no,yes,male,no,19,no,0,6,15,3,13.25,0,0,6,9,1,12,0,13.9,-0.3,0.79,Dropout
